name|female|birthdate|birthplace|link
Sihung Lung|False|1930-01-01|['Suqian', ', ', 'Jiangsu', ', ', 'China']|https://en.wikipedia.org/wiki/Sihung_Lung
Tracey Walter|False|1947-11-25|['Jersey City, New Jersey', ', U.S.']|https://en.wikipedia.org/wiki/Tracey_Walter
Anna Paquin|True|1982-07-24|['Winnipeg', ', Manitoba, Canada']|https://en.wikipedia.org/wiki/Anna_Paquin
Cheng Pei-pei|True|1946-01-06|['Shanghai', ', ', 'Republic of China']|https://en.wikipedia.org/wiki/Cheng_Pei-pei
Peter Coyote|False|1941-10-10|['New York City', ', U.S.']|https://en.wikipedia.org/wiki/Peter_Coyote
Erik Palladino|False|1968-05-10|['Yonkers, New York', ', U.S.']|https://en.wikipedia.org/wiki/Erik_Palladino
Fairuza Balk|True|1974-05-21|['Point Reyes', ', ', 'California']|https://en.wikipedia.org/wiki/Fairuza_Balk
Noah Taylor|False|1969-09-04|['London', ', England']|https://en.wikipedia.org/wiki/Noah_Taylor
Matthew Settle|False|1969-09-17|['Hickory, North Carolina', ', U.S.']|https://en.wikipedia.org/wiki/Matthew_Settle
Bud Cort|False||[]|https://en.wikipedia.org/wiki/Bud_Cort
David Keith (actor)|False|1954-05-08|['Knoxville, Tennessee', ', ', 'U.S.']|https://en.wikipedia.org/wiki/David_Keith_(actor)
Robert Downey Jr.|False|1965-04-04|['Manhattan', ', New York, U.S.']|https://en.wikipedia.org/wiki/Robert_Downey_Jr.
John Heard (actor)|False|1946-03-07|['Washington, D.C.', ', U.S.']|https://en.wikipedia.org/wiki/John_Heard_(actor)
Val Kilmer|False|1959-12-31|['Los Angeles', ', ', 'California', ', U.S.']|https://en.wikipedia.org/wiki/Val_Kilmer
Annette Bening|True|1958-05-29|['Topeka, Kansas', ', U.S.']|https://en.wikipedia.org/wiki/Annette_Bening
Katie Holmes|True|1978-12-18|['Toledo, Ohio', ', U.S.']|https://en.wikipedia.org/wiki/Katie_Holmes
Amy Madigan|True|1950-09-11|['Chicago', ', ', 'Illinois', ', U.S.']|https://en.wikipedia.org/wiki/Amy_Madigan
Thora Birch|True|1982-03-11|['Los Angeles, California', ', U.S.']|https://en.wikipedia.org/wiki/Thora_Birch
Kevin Spacey|False|1959-07-26|['South Orange, New Jersey', ', U.S.']|https://en.wikipedia.org/wiki/Kevin_Spacey
Stephanie Seymour|True|1968-07-23|['San Diego', ', California, U.S.']|https://en.wikipedia.org/wiki/Stephanie_Seymour
Paul Rudd|False|1969-04-06|['Passaic, New Jersey', ', U.S.']|https://en.wikipedia.org/wiki/Paul_Rudd
Mena Suvari|True|1979-02-13|['Newport, Rhode Island', ', U.S.']|https://en.wikipedia.org/wiki/Mena_Suvari
Matthew Sussman|False||[]|https://en.wikipedia.org/wiki/Matthew_Sussman
Wes Bentley|False||['Jonesboro, Arkansas', ', U.S.']|https://en.wikipedia.org/wiki/Wes_Bentley
Allan Corduner|False|1950-04-02|['Stockholm', ', Sweden']|https://en.wikipedia.org/wiki/Allan_Corduner
Joe Pantoliano|False|1951-09-12|['Hoboken, New Jersey', ', U.S.']|https://en.wikipedia.org/wiki/Joe_Pantoliano
Kathy Baker|True|1950-06-08|['Midland, Texas', ', U.S.']|https://en.wikipedia.org/wiki/Kathy_Baker
Norbert Weisser|False|1946-07-09|['Neu-Isenburg', ', Germany']|https://en.wikipedia.org/wiki/Norbert_Weisser
Casper Van Dien|False|1968-12-18|['Milton, Florida', ', U.S.']|https://en.wikipedia.org/wiki/Casper_Van_Dien
Minnie Driver|True|1970-01-31|['London, England']|https://en.wikipedia.org/wiki/Minnie_Driver
Peter Gallagher|False|1955-08-19|['New York City, U.S.']|https://en.wikipedia.org/wiki/Peter_Gallagher
Sada Thompson|True|1927-09-27|['Des Moines, Iowa', ', U.S.']|https://en.wikipedia.org/wiki/Sada_Thompson
Kieran Culkin|False|1982-09-30|['New York City, U.S.']|https://en.wikipedia.org/wiki/Kieran_Culkin
Jeffrey Jones|False|1946-09-28|['Buffalo, New York', ', U.S.']|https://en.wikipedia.org/wiki/Jeffrey_Jones
Brendan Sexton III|False|1980-02-21|['Staten Island, New York', ', U.S.']|https://en.wikipedia.org/wiki/Brendan_Sexton_III
Heavy D|False|1967-05-24|['Mandeville, Jamaica']|https://en.wikipedia.org/wiki/Heavy_D
Alex D. Linz|False|1989-01-03|['Santa Barbara, California', ', U.S.']|https://en.wikipedia.org/wiki/Alex_D._Linz
Glenn Close|True|1947-03-19|['Greenwich, Connecticut', ', U.S.']|https://en.wikipedia.org/wiki/Glenn_Close
Kate Nelligan|True|1950-03-16|['London, Ontario', ', Canada']|https://en.wikipedia.org/wiki/Kate_Nelligan
Jeannetta Arnette|True||['Washington, D.C.', ', U.S.']|https://en.wikipedia.org/wiki/Jeannetta_Arnette
Rosie O'Donnell|True|1962-03-21|['Commack, New York', ', U.S.']|https://en.wikipedia.org/wiki/Rosie_O%27Donnell
Brian Blessed|False|1936-10-09|['Mexborough', ', ', 'Yorkshire', ', England']|https://en.wikipedia.org/wiki/Brian_Blessed
Nigel Hawthorne|False|1929-04-05|['Coventry', ', England']|https://en.wikipedia.org/wiki/Nigel_Hawthorne
Erykah Badu|True|1971-02-26|['Dallas', ', ', 'Texas', ', U.S.']|https://en.wikipedia.org/wiki/Erykah_Badu
Lance Henriksen|False|1940-05-05|['Manhattan', ', New York, U.S.']|https://en.wikipedia.org/wiki/Lance_Henriksen
Joseph Fiennes|False|1970-05-27|['Salisbury', ', ', 'Wiltshire', ', England']|https://en.wikipedia.org/wiki/Joseph_Fiennes
Clea DuVall|True|1977-09-25|['Los Angeles', ', California, U.S.']|https://en.wikipedia.org/wiki/Clea_DuVall
Wayne Knight|False|1955-08-07|['New York City', ', U.S.']|https://en.wikipedia.org/wiki/Wayne_Knight
Gwyneth Paltrow|True|1972-09-27|['Los Angeles', ', ', 'California', ', U.S.']|https://en.wikipedia.org/wiki/Gwyneth_Paltrow
Angelina Jolie|True|1975-06-04|['Los Angeles', ', ', 'California', ', U.S.']|https://en.wikipedia.org/wiki/Angelina_Jolie
Elisabeth Moss|True|1982-07-24|['Los Angeles', ', ', 'California', ', US']|https://en.wikipedia.org/wiki/Elisabeth_Moss
Antonia San Juan|True|1961-05-22|['Las Palmas', ', ', 'Canary Islands', ', Spain']|https://en.wikipedia.org/wiki/Antonia_San_Juan
Candela Peña|True|1973-07-14|['Gavà', ', Spain']|https://en.wikipedia.org/wiki/Candela_Pe%C3%B1a
Marisa Paredes|True|1946-04-03|['Madrid', ', Spain']|https://en.wikipedia.org/wiki/Marisa_Paredes
Edward Burns|False|1968-01-29|['New York City', ', U.S.']|https://en.wikipedia.org/wiki/Edward_Burns
Nicoletta Braschi|True|1960-04-19|['Cesena', ', ', 'Emilia-Romagna', ', Italy']|https://en.wikipedia.org/wiki/Nicoletta_Braschi
Cecilia Roth|True|1956-08-08|['Buenos Aires', ', Argentina']|https://en.wikipedia.org/wiki/Cecilia_Roth
Christopher Eccleston|False|1964-02-16|['Salford', ', ', 'Lancashire', ', England']|https://en.wikipedia.org/wiki/Christopher_Eccleston
Matt McGrath (actor)|False||[]|https://en.wikipedia.org/wiki/Matt_McGrath_(actor)
Simon Callow|False|1949-06-15|['Streatham', ', ', 'London', ', England']|https://en.wikipedia.org/wiki/Simon_Callow
Rosa Maria Sardà|True|1941-07-30|['Barcelona', ', Spain']|https://en.wikipedia.org/wiki/Rosa_Maria_Sard%C3%A0
Fernando Fernán Gómez|False|1921-08-28|['Lima', ', Peru']|https://en.wikipedia.org/wiki/Fernando_Fern%C3%A1n_G%C3%B3mez
Jim Carter (actor)|False|1948-08-19|['Harrogate', ', ', 'Yorkshire', ', England']|https://en.wikipedia.org/wiki/Jim_Carter_(actor)
Lynn Redgrave|True|1943-03-08|['Marylebone', ', London, England']|https://en.wikipedia.org/wiki/Lynn_Redgrave
Whoopi Goldberg|True|1955-11-13|[]|https://en.wikipedia.org/wiki/Whoopi_Goldberg
Fernando Guillén (actor)|False||['Barcelona', ', ', 'Spain']|https://en.wikipedia.org/wiki/Fernando_Guill%C3%A9n_(actor)
Martin Clunes|False|1961-11-28|['Wimbledon', ', ', 'London', ', England']|https://en.wikipedia.org/wiki/Martin_Clunes
Antony Sher|False|1949-06-14|['Cape Town', ', South Africa']|https://en.wikipedia.org/wiki/Antony_Sher
Toni Cantó|False|1965-01-14|[]|https://en.wikipedia.org/wiki/Toni_Cant%C3%B3
Richard Attenborough|False|1923-08-29|['Cambridge', ', England']|https://en.wikipedia.org/wiki/Richard_Attenborough
Eloy Azorín|False|1977-02-19|['Madrid', ', Spain']|https://en.wikipedia.org/wiki/Eloy_Azor%C3%ADn
Michelle Pfeiffer|True|1958-04-29|['Santa Ana, California', ', U.S.']|https://en.wikipedia.org/wiki/Michelle_Pfeiffer
Imelda Staunton|True|1956-01-09|['Archway, London', ', England']|https://en.wikipedia.org/wiki/Imelda_Staunton
Annabella Sciorra|True|1960-03-29|['New York City', ', ', 'New York', ', U.S.', '[a]']|https://en.wikipedia.org/wiki/Annabella_Sciorra
Max von Sydow|False|1929-04-10|['Lund', ', Sweden']|https://en.wikipedia.org/wiki/Max_von_Sydow
Mark Williams (actor)|False|1959-08-22|['Bromsgrove', ', ', 'Worcestershire', ', ', 'England']|https://en.wikipedia.org/wiki/Mark_Williams_(actor)
Lolita Davidovich|True|1961-07-15|['London, Ontario', ', Canada']|https://en.wikipedia.org/wiki/Lolita_Davidovich
Sissy Spacek|True|1949-12-25|['Quitman', ', ', 'Texas', ', U.S.']|https://en.wikipedia.org/wiki/Sissy_Spacek
Nick Nolte|False||['Omaha, Nebraska', ', U.S.']|https://en.wikipedia.org/wiki/Nick_Nolte
Patrick Stewart|False|1940-07-13|['Mirfield', ', ', 'West Riding of Yorkshire', ', England']|https://en.wikipedia.org/wiki/Patrick_Stewart
Steve Martin|False|1945-08-14|[]|https://en.wikipedia.org/wiki/Steve_Martin
Martin Short|False|1950-03-26|['Hamilton', ', ', 'Ontario', ', Canada']|https://en.wikipedia.org/wiki/Martin_Short
Sylvia Chang|True|1953-07-21|['Dalin', ', ', 'Chiayi County', ', ', 'Taiwan']|https://en.wikipedia.org/wiki/Sylvia_Chang
Helen Stenborg|True|1925-01-24|['Minneapolis, Minnesota', ', U.S.']|https://en.wikipedia.org/wiki/Helen_Stenborg
Dan Keplinger|False||[]|https://en.wikipedia.org/wiki/Dan_Keplinger
Lecy Goranson|True|1974-06-22|['Evanston, Illinois', ', U.S.']|https://en.wikipedia.org/wiki/Lecy_Goranson
Greta Scacchi|True|1960-02-18|['Milan', ', ', 'Lombardy', ', Italy']|https://en.wikipedia.org/wiki/Greta_Scacchi
Helen Hunt|True|1963-06-15|['Culver City, California', ', U.S.']|https://en.wikipedia.org/wiki/Helen_Hunt
Jean-Luc Bideau|False|1940-10-01|['Geneva', ', Switzerland']|https://en.wikipedia.org/wiki/Jean-Luc_Bideau
Ron Cook|False||[]|https://en.wikipedia.org/wiki/Ron_Cook
Carlo Cecchi|False|1939-01-25|['Florence', ', ', 'Tuscany', ', ', 'Italy']|https://en.wikipedia.org/wiki/Carlo_Cecchi
Robert Carlyle|False|1961-04-14|['Maryhill', ', ', 'Glasgow', ', Scotland']|https://en.wikipedia.org/wiki/Robert_Carlyle
Mark Addy|False|1964-01-14|['York', ', England']|https://en.wikipedia.org/wiki/Mark_Addy
Jane Alexander|True|1939-10-28|['Boston', ', ', 'Massachusetts', ', U.S.']|https://en.wikipedia.org/wiki/Jane_Alexander
Skeet Ulrich|False|1970-01-20|['Lynchburg, Virginia', ' U.S.']|https://en.wikipedia.org/wiki/Skeet_Ulrich
Linda Fiorentino|True|1958-03-09|['Philadelphia', ', ', 'Pennsylvania', ', U.S.']|https://en.wikipedia.org/wiki/Linda_Fiorentino
Chloë Sevigny|True|1974-11-18|['Springfield, Massachusetts', ', U.S.']|https://en.wikipedia.org/wiki/Chlo%C3%AB_Sevigny
Shirley Knight|True|1936-07-05|['Goessel, Kansas', ', U.S.']|https://en.wikipedia.org/wiki/Shirley_Knight
Fedja van Huêt|False|1973-06-21|['The Hague', ', ', 'Netherlands']|https://en.wikipedia.org/wiki/Fedja_van_Hu%C3%AAt
Jan Decleir|False|1946-02-14|['Niel', ', ', 'Belgium']|https://en.wikipedia.org/wiki/Jan_Decleir
Carrie-Anne Moss|True|1967-08-21|['Burnaby', ', ', 'British Columbia', ', ', 'Canada']|https://en.wikipedia.org/wiki/Carrie-Anne_Moss
Danny DeVito|False|1944-11-17|['Neptune Township, New Jersey', ', U.S.']|https://en.wikipedia.org/wiki/Danny_DeVito
Betty Schuurman|True||['Edam, Netherlands']|https://en.wikipedia.org/wiki/Betty_Schuurman
Bob Peterson (filmmaker)|False|1961-01-18|['Wooster', ', ', 'Ohio', ', U.S.']|https://en.wikipedia.org/wiki/Bob_Peterson_(filmmaker)
Billy Zane|False|1966-02-24|['Chicago', ', ', 'Illinois', ', U.S.']|https://en.wikipedia.org/wiki/Billy_Zane
Victor Löw|False|1962-08-25|['Amsterdam', ',\xa0the\xa0', 'Netherlands']|https://en.wikipedia.org/wiki/Victor_L%C3%B6w
Delroy Lindo|False|1952-11-18|['Lewisham', ', ', 'London', ', England']|https://en.wikipedia.org/wiki/Delroy_Lindo
Frances Fisher|True|1952-05-11|['Milford on Sea', ', ', 'Hampshire', ', England']|https://en.wikipedia.org/wiki/Frances_Fisher
Jake Weber|False|1963-03-12|['London', ', ', 'England']|https://en.wikipedia.org/wiki/Jake_Weber
Keanu Reeves|False|1964-09-02|['Beirut', ', Lebanon']|https://en.wikipedia.org/wiki/Keanu_Reeves
Tom Bower (actor)|False|1938-01-03|['Denver, Colorado', ', U.S.']|https://en.wikipedia.org/wiki/Tom_Bower_(actor)
Juliette Binoche|True|1964-03-09|['Paris, France']|https://en.wikipedia.org/wiki/Juliette_Binoche
Jon Bon Jovi|False|1962-03-02|['Perth Amboy, New Jersey', ', U.S.']|https://en.wikipedia.org/wiki/Jon_Bon_Jovi
Jonathan Hyde|False|1948-05-21|['Brisbane', ', ', 'Queensland', ', Australia']|https://en.wikipedia.org/wiki/Jonathan_Hyde
Chow Yun-fat|False|1955-05-18|['Lamma Island', ', ', 'British Hong Kong']|https://en.wikipedia.org/wiki/Chow_Yun-fat
Harve Presnell|False|1933-09-14|['Modesto, California', ', U.S.']|https://en.wikipedia.org/wiki/Harve_Presnell
Danny Nucci|False|1968-09-15|['Klagenfurt', ', Austria']|https://en.wikipedia.org/wiki/Danny_Nucci
Armin Mueller-Stahl|False|1930-12-17|['Tilsit', ', ', 'East Prussia', ', Germany']|https://en.wikipedia.org/wiki/Armin_Mueller-Stahl
David Warner (actor)|False|1941-07-29|['Manchester', ', England']|https://en.wikipedia.org/wiki/David_Warner_(actor)
Peter Stormare|False|1953-08-27|['Kumla', ', Sweden']|https://en.wikipedia.org/wiki/Peter_Stormare
Naveen Andrews|False||['Lambeth', ', ', 'Greater London', ', England']|https://en.wikipedia.org/wiki/Naveen_Andrews
Julia Roberts|True|1967-10-28|['Smyrna, Georgia', ', U.S.']|https://en.wikipedia.org/wiki/Julia_Roberts
Frances McDormand|True|1957-06-23|['Gibson City, Illinois', ', U.S.']|https://en.wikipedia.org/wiki/Frances_McDormand
Tom Cruise|False|1962-07-03|['Syracuse, New York', ', U.S.']|https://en.wikipedia.org/wiki/Tom_Cruise
Kelly Preston|True|1962-10-13|['Honolulu', ', Hawaii, U.S.']|https://en.wikipedia.org/wiki/Kelly_Preston
Bill Pullman|False|1953-12-17|['Hornell, New York', ', U.S.']|https://en.wikipedia.org/wiki/Bill_Pullman
John Gielgud|False||[]|https://en.wikipedia.org/wiki/John_Gielgud
Jürgen Prochnow|False|1941-06-10|['Berlin', ', ', 'Germany']|https://en.wikipedia.org/wiki/J%C3%BCrgen_Prochnow
Jerry O'Connell|False|1974-02-17|['Manhattan', ', ', 'New York City', ', U.S.']|https://en.wikipedia.org/wiki/Jerry_O%27Connell
Alan Cumming|False|1965-01-27|['Aberfeldy', ', ', 'Perthshire', ', Scotland']|https://en.wikipedia.org/wiki/Alan_Cumming
Jay Mohr|False|1970-08-23|['Verona, New Jersey', ', U.S.']|https://en.wikipedia.org/wiki/Jay_Mohr
Mary McDonnell|True|1952-04-28|['Wilkes-Barre, Pennsylvania', ', U.S.']|https://en.wikipedia.org/wiki/Mary_McDonnell
Bonnie Hunt|True|1961-09-22|['Chicago', ', ', 'Illinois', ', U.S.']|https://en.wikipedia.org/wiki/Bonnie_Hunt
Jimmy Nail|False|1954-03-16|['Newcastle upon Tyne', ', England']|https://en.wikipedia.org/wiki/Jimmy_Nail
Lucas Black|False|1982-11-29|['Decatur, Alabama', ', U.S.']|https://en.wikipedia.org/wiki/Lucas_Black
Margaret Colin|True|1958-05-26|['Brooklyn', ', ', 'New York', ', U.S.']|https://en.wikipedia.org/wiki/Margaret_Colin
Natalie Canerday|True|1962-03-09|['Russellville, Arkansas', ', ', 'United States']|https://en.wikipedia.org/wiki/Natalie_Canerday
Juliet Stevenson|True|1956-10-30|['Kelvedon', ', ', 'Essex', ', England']|https://en.wikipedia.org/wiki/Juliet_Stevenson
Libuše Šafránková|True|1953-06-07|['Brno', ', ', 'Czechoslovakia']|https://en.wikipedia.org/wiki/Libu%C5%A1e_%C5%A0afr%C3%A1nkov%C3%A1
Zdeněk Svěrák|False|1936-03-28|['Prague', ', ', 'Czechoslovakia']|https://en.wikipedia.org/wiki/Zden%C4%9Bk_Sv%C4%9Br%C3%A1k
Robert Duvall|False|1931-01-05|['San Diego', ', California, U.S.']|https://en.wikipedia.org/wiki/Robert_Duvall
Robert Loggia|False|1930-01-03|['Staten Island, New York', ', U.S.']|https://en.wikipedia.org/wiki/Robert_Loggia
Polly Walker|True|1966-05-19|['Warrington', ', ', 'Lancashire', ', England']|https://en.wikipedia.org/wiki/Polly_Walker
James Rebhorn|False|1948-09-01|['Philadelphia, Pennsylvania', ', U.S.']|https://en.wikipedia.org/wiki/James_Rebhorn
John Ritter|False|1948-09-17|['Burbank, California', ', U.S.']|https://en.wikipedia.org/wiki/John_Ritter
Jada Pinkett Smith|True|1971-09-18|['Baltimore', ', ', 'Maryland', ', U.S.']|https://en.wikipedia.org/wiki/Jada_Pinkett_Smith
Harvey Fierstein|False|1952-06-06|['Brooklyn, New York', ', U.S.']|https://en.wikipedia.org/wiki/Harvey_Fierstein
Madonna|True|1958-08-16|['Bay City, Michigan', ', U.S.']|https://en.wikipedia.org/wiki/Madonna
Sophie Marceau|True|1966-11-17|['Paris', ', France']|https://en.wikipedia.org/wiki/Sophie_Marceau
Patrick McGoohan|False|1928-03-19|['New York City', ', ', 'New York', ', U.S.']|https://en.wikipedia.org/wiki/Patrick_McGoohan
Bruce Altman|False|1955-07-03|['New York City', ', ', 'New York', ', U.S.']|https://en.wikipedia.org/wiki/Bruce_Altman
James Brown|False||['Barnwell, South Carolina', ', U.S.']|https://en.wikipedia.org/wiki/James_Brown
Bebe Neuwirth|True|1958-12-31|['Newark, New Jersey', ', U.S.']|https://en.wikipedia.org/wiki/Bebe_Neuwirth
Norman Mailer|True|1923-01-31|[]|https://en.wikipedia.org/wiki/Norman_Mailer
B.B. King|False|1925-09-16|[]|https://en.wikipedia.org/wiki/B.B._King
George Plimpton|False|1927-03-18|['New York City', ', U.S.']|https://en.wikipedia.org/wiki/George_Plimpton
George Foreman|False|1949-01-10|[]|https://en.wikipedia.org/wiki/George_Foreman
Catherine McCormack|True|1972-04-03|['Epsom', ', ', 'Surrey', ', England', '[2]']|https://en.wikipedia.org/wiki/Catherine_McCormack
Judy Kuhn|True|1958-05-20|[]|https://en.wikipedia.org/wiki/Judy_Kuhn
Russell Means|False|1939-11-10|['Porcupine', ', ', 'Pine Ridge Indian Reservation', ', ', 'South Dakota', ', U.S.']|https://en.wikipedia.org/wiki/Russell_Means
Hugh Grant|False|1960-09-09|['Hammersmith', ', ', 'London', ', England']|https://en.wikipedia.org/wiki/Hugh_Grant
Suzy Amis Cameron|True|1962-01-05|['Oklahoma City', ', ', 'Oklahoma', ', U.S.']|https://en.wikipedia.org/wiki/Suzy_Amis_Cameron
David Ogden Stiers|False|1942-10-31|['Peoria, Illinois', ', U.S.']|https://en.wikipedia.org/wiki/David_Ogden_Stiers
Gordon Tootoosis|False|1941-10-25|['Poundmaker Reserve', ', ', 'Saskatchewan', ', Canada']|https://en.wikipedia.org/wiki/Gordon_Tootoosis
Philippe Noiret|False||['Lille', ', ', 'Nord', ', ', 'France']|https://en.wikipedia.org/wiki/Philippe_Noiret
Massimo Troisi|False|1953-02-19|['San Giorgio a Cremano', ', Italy']|https://en.wikipedia.org/wiki/Massimo_Troisi
Frank Welker|False|1946-03-12|['Denver', ', ', 'Colorado', ', U.S.']|https://en.wikipedia.org/wiki/Frank_Welker
Maria Grazia Cucinotta|True|1968-07-27|['Messina', ', Italy']|https://en.wikipedia.org/wiki/Maria_Grazia_Cucinotta
Robert Prosky|False|1930-12-13|['Philadelphia, Pennsylvania', ', U.S.']|https://en.wikipedia.org/wiki/Robert_Prosky
Susan Sarandon|True|1946-10-04|['New York City, New York, U.S.']|https://en.wikipedia.org/wiki/Susan_Sarandon
Raymond J. Barry|False|1939-03-14|['Hempstead, New York', ', ', 'U.S.']|https://en.wikipedia.org/wiki/Raymond_J._Barry
Julian Sands|False|1958-01-04|['Otley', ', ', 'West Yorkshire', ', England']|https://en.wikipedia.org/wiki/Julian_Sands
Elisabeth Shue|True|1963-10-06|['Wilmington, Delaware', ', U.S.']|https://en.wikipedia.org/wiki/Elisabeth_Shue
R. Lee Ermey|False|1944-03-24|['Emporia, Kansas', ', U.S.']|https://en.wikipedia.org/wiki/R._Lee_Ermey
Anne Reid|True|1935-05-28|['Jesmond', ', ', 'Newcastle upon Tyne', ', England']|https://en.wikipedia.org/wiki/Anne_Reid
Scott Wilson (actor)|False|"1942
-03-29"|['Thomasville, Georgia', ', U.S.']|https://en.wikipedia.org/wiki/Scott_Wilson_(actor)
Olympia Dukakis|True|1931-06-20|['Lowell, Massachusetts', ', U.S.']|https://en.wikipedia.org/wiki/Olympia_Dukakis
Michael Rapaport|False|1970-03-20|['New York City', ', U.S.']|https://en.wikipedia.org/wiki/Michael_Rapaport
Els Dottermans|True|1964-05-16|['Leuven', ', ', 'Belgium']|https://en.wikipedia.org/wiki/Els_Dottermans
Mira Sorvino|True|1967-09-28|['New York City, New York, U.S.']|https://en.wikipedia.org/wiki/Mira_Sorvino
Willeke van Ammelrooy|True|1944-04-05|['Amsterdam', ', ', 'Netherlands']|https://en.wikipedia.org/wiki/Willeke_van_Ammelrooy
Michelle St. John|True||[]|https://en.wikipedia.org/wiki/Michelle_St._John
Jim Varney|False|1949-06-15|['Lexington, Kentucky', ', U.S.']|https://en.wikipedia.org/wiki/Jim_Varney
Martin Landau|False|1928-06-20|['Brooklyn, New York City', ', U.S.']|https://en.wikipedia.org/wiki/Martin_Landau
Sarah Jessica Parker|True|1965-03-25|['Nelsonville, Ohio', ', U.S.']|https://en.wikipedia.org/wiki/Sarah_Jessica_Parker
Jack Warden|False|1920-09-18|['Newark, New Jersey', ', U.S.']|https://en.wikipedia.org/wiki/Jack_Warden
John Kassir|False|1957-10-24|['Baltimore, Maryland', ', U.S.', '[1]']|https://en.wikipedia.org/wiki/John_Kassir
Peter Weller|False|1947-06-24|['Stevens Point, Wisconsin', ', U.S.']|https://en.wikipedia.org/wiki/Peter_Weller
Marina de Graaf|NA||[]|https://nl.wikipedia.org/wiki/Marina_de_Graaf
